Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation of Heart Rate by Cardiac Conduction (GO:0086091)	1/41	0.34345870447101084	0.4561131595375024	0	0	2.4330049261083744	2.6001241281165455	ISL1
Negative Regulation of Secretion by Cell (GO:1903531)	1/41	0.34345870447101084	0.4561131595375024	0	0	2.4330049261083744	2.6001241281165455	LILRB1
Regulation of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412)	1/41	0.34345870447101084	0.4561131595375024	0	0	2.4330049261083744	2.6001241281165455	PTPN3
Negative Regulation of Type I Interferon Production (GO:0032480)	1/41	0.34345870447101084	0.4561131595375024	0	0	2.4330049261083744	2.6001241281165455	LILRB1
Regulation of Protein Import Into Nucleus (GO:0042306)	1/41	0.34345870447101084	0.4561131595375024	0	0	2.4330049261083744	2.6001241281165455	CHP2
Positive Regulation of Insulin Secretion (GO:0032024)	1/41	0.34345870447101084	0.4561131595375024	0	0	2.4330049261083744	2.6001241281165455	ISL1
Visual System Development (GO:0150063)	1/41	0.34345870447101084	0.4561131595375024	0	0	2.4330049261083744	2.6001241281165455	ITGAM
Vitamin Transport (GO:0051180)	1/41	0.34345870447101084	0.4561131595375024	0	0	2.4330049261083744	2.6001241281165455	SLC23A1
Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123)	3/204	0.34538747105975093	0.45821634522212706	0	0	1.4550382416276826	1.54683425824626	TSPAN6;CD36;LTF
Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)	2/120	0.34667246976384186	0.4587202228992864	0	0	1.6511159590535325	1.7491506982593148	ZEB2;PPARG
Notch Signaling Pathway (GO:0007219)	1/42	0.35016917090840655	0.4587202228992864	0	0	2.3735431935600144	2.490651193911044	DLL1
Acylglycerol Metabolic Process (GO:0006639)	1/42	0.35016917090840655	0.4587202228992864	0	0	2.3735431935600144	2.490651193911044	LPL
Axoneme Assembly (GO:0035082)	1/42	0.35016917090840655	0.4587202228992864	0	0	2.3735431935600144	2.490651193911044	SPAG17
Response to Hydrogen Peroxide (GO:0042542)	1/42	0.35016917090840655	0.4587202228992864	0	0	2.3735431935600144	2.490651193911044	CYP1B1
Defense Response to Fungus (GO:0050832)	1/42	0.35016917090840655	0.4587202228992864	0	0	2.3735431935600144	2.490651193911044	LTF
Determination of Heart Left/Right Asymmetry (GO:0061371)	1/42	0.35016917090840655	0.4587202228992864	0	0	2.3735431935600144	2.490651193911044	DLL1
Embryonic Heart Tube Morphogenesis (GO:0003143)	1/42	0.35016917090840655	0.4587202228992864	0	0	2.3735431935600144	2.490651193911044	DLL1
Heterophilic Cell-Cell Adhesion via Plasma Membrane Cell Adhesion Molecules (GO:0007157)	1/42	0.35016917090840655	0.4587202228992864	0	0	2.3735431935600144	2.490651193911044	CRTAM
Positive Regulation of Receptor Signaling Pathway via STAT (GO:1904894)	1/42	0.35016917090840655	0.4587202228992864	0	0	2.3735431935600144	2.490651193911044	CYP1B1
Potassium Ion Import Across Plasma Membrane (GO:1990573)	1/42	0.35016917090840655	0.4587202228992864	0	0	2.3735431935600144	2.490651193911044	ATP12A
Lipid Catabolic Process (GO:0016042)	1/42	0.35016917090840655	0.4587202228992864	0	0	2.3735431935600144	2.490651193911044	CYP1B1
Negative Regulation of Defense Response (GO:0031348)	2/121	0.35037093407422215	0.4587202228992864	0	0	1.6371578334304018	1.7169903546814562	PPARG;ISL1
Negative Regulation of Programmed Cell Death (GO:0043069)	5/382	0.35060318241172866	0.4587202228992864	0	0	1.294203111045946	1.3564545776963963	FANK1;BCL2A1;CLEC5A;TREM2;LTF
Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	1/43	0.35681138275748164	0.4640994283074786	0	0	2.316912972085386	2.3876899749654306	SFRP2
Neutrophil Chemotaxis (GO:0030593)	1/43	0.35681138275748164	0.4640994283074786	0	0	2.316912972085386	2.3876899749654306	CXCL6
Non-Canonical Wnt Signaling Pathway (GO:0035567)	1/43	0.35681138275748164	0.4640994283074786	0	0	2.316912972085386	2.3876899749654306	SFRP2
Release of Sequestered Calcium Ion Into Cytosol (GO:0051209)	1/43	0.35681138275748164	0.4640994283074786	0	0	2.316912972085386	2.3876899749654306	RYR3
Positive Regulation of Monoatomic Ion Transport (GO:0043270)	1/43	0.35681138275748164	0.4640994283074786	0	0	2.316912972085386	2.3876899749654306	TREM2
mRNA Transcription (GO:0009299)	1/43	0.35681138275748164	0.4640994283074786	0	0	2.316912972085386	2.3876899749654306	PPARG
Negative Regulation of Organelle Organization (GO:0010639)	1/44	0.3633860309037292	0.4694325379768019	0	0	2.262916714400275	2.2907269736446687	PPARG
Response to Unfolded Protein (GO:0006986)	1/44	0.3633860309037292	0.4694325379768019	0	0	2.262916714400275	2.2907269736446687	PACRG
Positive Regulation of Cell Cycle G1/S Phase Transition (GO:1902808)	1/44	0.3633860309037292	0.4694325379768019	0	0	2.262916714400275	2.2907269736446687	ADAMTS1
Embryonic Organ Morphogenesis (GO:0048562)	1/44	0.3633860309037292	0.4694325379768019	0	0	2.262916714400275	2.2907269736446687	SIX2
Water-Soluble Vitamin Metabolic Process (GO:0006767)	1/44	0.3633860309037292	0.4694325379768019	0	0	2.262916714400275	2.2907269736446687	SLC23A1
Positive Regulation of Response to Biotic Stimulus (GO:0002833)	1/44	0.3633860309037292	0.4694325379768019	0	0	2.262916714400275	2.2907269736446687	LY96
Lysosome Organization (GO:0007040)	1/44	0.3633860309037292	0.4694325379768019	0	0	2.262916714400275	2.2907269736446687	SRPX
Calcium Ion Transport (GO:0006816)	2/126	0.36875242086300924	0.4746076959060952	0	0	1.5707441711913126	1.5670212032484048	CCL8;RYR3
Regulation of Nitric Oxide Biosynthetic Process (GO:0045428)	1/45	0.36989379914368115	0.4746076959060952	0	0	2.2113748320644873	2.199299274567594	CD36
Cellular Response to Ketone (GO:1901655)	1/45	0.36989379914368115	0.4746076959060952	0	0	2.2113748320644873	2.199299274567594	PTGFR
Positive Regulation of Cell-Matrix Adhesion (GO:0001954)	1/45	0.36989379914368115	0.4746076959060952	0	0	2.2113748320644873	2.199299274567594	CD36
Endothelial Cell Migration (GO:0043542)	1/45	0.36989379914368115	0.4746076959060952	0	0	2.2113748320644873	2.199299274567594	CYP1B1
Extracellular Matrix Disassembly (GO:0022617)	1/45	0.36989379914368115	0.4746076959060952	0	0	2.2113748320644873	2.199299274567594	MMP12
Negative Regulation of BMP Signaling Pathway (GO:0030514)	1/45	0.36989379914368115	0.4746076959060952	0	0	2.2113748320644873	2.199299274567594	PPARG
Negative Regulation of MAPK Cascade (GO:0043409)	2/127	0.37240494824922626	0.47736850509167233	0	0	1.5580990099009902	1.539048828546071	TREM2;PPARG
- Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051898)	1/46	0.3763353646025233	0.47962894836098946	0	0	2.1621237000547344	2.1129885870694256	TREM2
Central Nervous System Neuron Differentiation (GO:0021953)	1/46	0.3763353646025233	0.47962894836098946	0	0	2.1621237000547344	2.1129885870694256	ISL1
Positive Regulation of Chemotaxis (GO:0050921)	1/46	0.3763353646025233	0.47962894836098946	0	0	2.1621237000547344	2.1129885870694256	TREM2
Positive Regulation of Nucleocytoplasmic Transport (GO:0046824)	1/46	0.3763353646025233	0.47962894836098946	0	0	2.1621237000547344	2.1129885870694256	CHP2
Regulation of Calcium-Mediated Signaling (GO:0050848)	1/46	0.3763353646025233	0.47962894836098946	0	0	2.1621237000547344	2.1129885870694256	TREM2
Regulation of Cell-Substrate Adhesion (GO:0010810)	1/46	0.3763353646025233	0.47962894836098946	0	0	2.1621237000547344	2.1129885870694256	ALOX15
BMP Signaling Pathway (GO:0030509)	1/47	0.38271139744846433	0.4845002247965306	0	0	2.115013921610623	2.03141610408811	PPARG
Regulation of Endothelial Cell Apoptotic Process (GO:2000351)	1/47	0.38271139744846433	0.4845002247965306	0	0	2.115013921610623	2.03141610408811	CCL2
Cardiac Conduction (GO:0061337)	1/47	0.38271139744846433	0.4845002247965306	0	0	2.115013921610623	2.03141610408811	ISL1
Cell Surface Receptor Signaling Pathway via JAK-STAT (GO:0007259)	1/47	0.38271139744846433	0.4845002247965306	0	0	2.115013921610623	2.03141610408811	FGFR3
Cellular Response to Type II Interferon (GO:0071346)	1/47	0.38271139744846433	0.4845002247965306	0	0	2.115013921610623	2.03141610408811	CCL2
Positive Regulation of Pattern Recognition Receptor Signaling Pathway (GO:0062208)	1/47	0.38271139744846433	0.4845002247965306	0	0	2.115013921610623	2.03141610408811	LTF
Regulation of T Cell Differentiation (GO:0045580)	1/47	0.38271139744846433	0.4845002247965306	0	0	2.115013921610623	2.03141610408811	CRTAM
Positive Regulation of Defense Response (GO:0031349)	2/130	0.3833111083630269	0.48479728752961876	0	0	1.52134900990099	1.4588342325850094	LPL;PLA2G7
Protein Transport (GO:0015031)	4/308	0.38484307428147646	0.48627174371627085	0	0	1.2823684210526316	1.2245587743779272	NAPSA;AKR1B10;PPARG;CD36
Negative Regulation of Response to Biotic Stimulus (GO:0002832)	1/48	0.38902256101362515	0.4873792085151832	0	0	2.069908814589666	1.9542380451512489	LTF
Negative Regulation of Tumor Necrosis Factor Production (GO:0032720)	1/48	0.38902256101362515	0.4873792085151832	0	0	2.069908814589666	1.9542380451512489	LILRB1
Negative Regulation of Viral Genome Replication (GO:0045071)	1/48	0.38902256101362515	0.4873792085151832	0	0	2.069908814589666	1.9542380451512489	LTF
Erythrocyte Differentiation (GO:0030218)	1/48	0.38902256101362515	0.4873792085151832	0	0	2.069908814589666	1.9542380451512489	MYB
Positive Regulation of Leukocyte Cell-Cell Adhesion (GO:1903039)	1/48	0.38902256101362515	0.4873792085151832	0	0	2.069908814589666	1.9542380451512489	CCL2
Fatty Acid Beta-Oxidation (GO:0006635)	1/48	0.38902256101362515	0.4873792085151832	0	0	2.069908814589666	1.9542380451512489	SLC27A2
Positive Regulation of Osteoblast Differentiation (GO:0045669)	1/48	0.38902256101362515	0.4873792085151832	0	0	2.069908814589666	1.9542380451512489	LTF
Positive Regulation of Peptide Hormone Secretion (GO:0090277)	1/48	0.38902256101362515	0.4873792085151832	0	0	2.069908814589666	1.9542380451512489	ISL1
Post-Translational Protein Modification (GO:0043687)	1/48	0.38902256101362515	0.4873792085151832	0	0	2.069908814589666	1.9542380451512489	FAM20C
Circulatory System Development (GO:0072359)	2/132	0.39053701485388864	0.4888154153873366	0	0	1.4977913175932978	1.4082721137164251	COL3A1;ISL1
RNA 3'-End Processing (GO:0031123)	1/49	0.39526951223151713	0.49195680622629306	0	0	2.0266830870279144	1.881141780770528	COLEC12
Carboxylic Acid Transport (GO:0046942)	1/49	0.39526951223151713	0.49195680622629306	0	0	2.0266830870279144	1.881141780770528	SLC16A9
Cellular Component Disassembly (GO:0022411)	1/49	0.39526951223151713	0.49195680622629306	0	0	2.0266830870279144	1.881141780770528	MMP12
Positive Regulation of Epithelial to Mesenchymal Transition (GO:0010718)	1/49	0.39526951223151713	0.49195680622629306	0	0	2.0266830870279144	1.881141780770528	SERPINB3
Positive Regulation of Transport (GO:0051050)	1/49	0.39526951223151713	0.49195680622629306	0	0	2.0266830870279144	1.881141780770528	DLL1
Proteoglycan Biosynthetic Process (GO:0030166)	1/49	0.39526951223151713	0.49195680622629306	0	0	2.0266830870279144	1.881141780770528	CHST9
Regulation of Interleukin-2 Production (GO:0032663)	1/50	0.4014529010595411	0.49639613836784974	0	0	1.9852216748768472	1.8118424588650803	VSIG4
Neutrophil Migration (GO:1990266)	1/50	0.4014529010595411	0.49639613836784974	0	0	1.9852216748768472	1.8118424588650803	CXCL6
Positive Regulation of Developmental Growth (GO:0048639)	1/50	0.4014529010595411	0.49639613836784974	0	0	1.9852216748768472	1.8118424588650803	DLL1
tRNA Processing (GO:0008033)	1/50	0.4014529010595411	0.49639613836784974	0	0	1.9852216748768472	1.8118424588650803	COLEC12
Positive Regulation of Lymphocyte Activation (GO:0051251)	1/50	0.4014529010595411	0.49639613836784974	0	0	1.9852216748768472	1.8118424588650803	CCL2
Triglyceride Metabolic Process (GO:0006641)	1/50	0.4014529010595411	0.49639613836784974	0	0	1.9852216748768472	1.8118424588650803	LPL
Myelination (GO:0042552)	1/50	0.4014529010595411	0.49639613836784974	0	0	1.9852216748768472	1.8118424588650803	TMEM163
Regulation of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)	1/51	0.40757337122395215	0.5011642935050078	0	0	1.9454187192118226	1.7460800486363166	PTPN3
Regulation of Interferon-Beta Production (GO:0032648)	1/51	0.40757337122395215	0.5011642935050078	0	0	1.9454187192118226	1.7460800486363166	LILRB1
Regulation of Lipid Metabolic Process (GO:0019216)	1/51	0.40757337122395215	0.5011642935050078	0	0	1.9454187192118226	1.7460800486363166	TREM2
Nicotinamide Nucleotide Metabolic Process (GO:0046496)	1/51	0.40757337122395215	0.5011642935050078	0	0	1.9454187192118226	1.7460800486363166	MDH1B
Blood Vessel Morphogenesis (GO:0048514)	1/51	0.40757337122395215	0.5011642935050078	0	0	1.9454187192118226	1.7460800486363166	CYP1B1
Response to Glucose (GO:0009749)	1/51	0.40757337122395215	0.5011642935050078	0	0	1.9454187192118226	1.7460800486363166	LPL
Regulation of Synaptic Transmission, Glutamatergic (GO:0051966)	1/52	0.4136315597305962	0.5067368185629444	0	0	1.9071766637689558	1.6836167548650114	CCL2
Cholesterol Transport (GO:0030301)	1/52	0.4136315597305962	0.5067368185629444	0	0	1.9071766637689558	1.6836167548650114	CD36
Intrinsic Apoptotic Signaling Pathway in Response to DNA Damage (GO:0008630)	1/52	0.4136315597305962	0.5067368185629444	0	0	1.9071766637689558	1.6836167548650114	BCL2A1
Regulation of Cell Development (GO:0060284)	1/52	0.4136315597305962	0.5067368185629444	0	0	1.9071766637689558	1.6836167548650114	DLL1
Negative Regulation of Cell Motility (GO:2000146)	2/139	0.41552161850601205	0.5085831422820128	0	0	1.4207559442075595	1.2477371888395545	SFRP2;CYP1B1
Regulation of Microtubule Polymerization (GO:0031113)	1/53	0.41962809730553535	0.511722785327595	0	0	1.8704054566123531	1.6242347406533706	KIF21A
Positive Regulation of B Cell Activation (GO:0050871)	1/53	0.41962809730553535	0.511722785327595	0	0	1.8704054566123531	1.6242347406533706	GPR183
Cytoplasmic Microtubule Organization (GO:0031122)	1/53	0.41962809730553535	0.511722785327595	0	0	1.8704054566123531	1.6242347406533706	KIF21A
Positive Regulation of Small GTPase Mediated Signal Transduction (GO:0051057)	1/53	0.41962809730553535	0.511722785327595	0	0	1.8704054566123531	1.6242347406533706	COL3A1
Regulation of Smooth Muscle Cell Proliferation (GO:0048660)	1/54	0.42556360830808415	0.5175352306164246	0	0	1.835021842178641	1.5677341229946478	PPARG
Cellular Response to BMP Stimulus (GO:0071773)	1/54	0.42556360830808415	0.5175352306164246	0	0	1.835021842178641	1.5677341229946478	PPARG
Positive Regulation of Chemokine Production (GO:0032722)	1/54	0.42556360830808415	0.5175352306164246	0	0	1.835021842178641	1.5677341229946478	LPL
Positive Regulation of DNA-templated Transcription (GO:0045893)	14/1274	0.4262820801032123	0.5179346773806641	0	0	1.0839766081871345	0.9242569821806522	FANK1;EHF;LILRB1;ISL1;DLL1;MMP12;TOX3;ZEB2;SFRP2;MYB;TFEC;CHP2;PPARG;CYTL1
Protein Homooligomerization (GO:0051260)	2/143	0.42956881245542433	0.5208641889129333	0	0	1.3801699318868057	1.1662067903897804	ITLN1;RYR3
Regulation of Cytokine Production Involved in Inflammatory Response (GO:1900015)	1/55	0.4314387106959538	0.5208641889129333	0	0	1.8009487319832147	1.5139312017895978	TREM2
Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046425)	1/55	0.4314387106959538	0.5208641889129333	0	0	1.8009487319832147	1.5139312017895978	CYP1B1
Cell Surface Receptor Signaling Pathway via STAT (GO:0097696)	1/55	0.4314387106959538	0.5208641889129333	0	0	1.8009487319832147	1.5139312017895978	FGFR3
Dicarboxylic Acid Metabolic Process (GO:0043648)	1/55	0.4314387106959538	0.5208641889129333	0	0	1.8009487319832147	1.5139312017895978	MDH1B
Striated Muscle Contraction (GO:0006941)	1/55	0.4314387106959538	0.5208641889129333	0	0	1.8009487319832147	1.5139312017895978	RYR3
Positive Regulation of Protein Localization to Plasma Membrane (GO:1903078)	1/55	0.4314387106959538	0.5208641889129333	0	0	1.8009487319832147	1.5139312017895978	TREM2
Regulation of Proteasomal Protein Catabolic Process (GO:0061136)	1/56	0.4372540163040096	0.5259722225106203	0	0	1.768114643976713	1.462656890399588	TREM2
Cellular Response to Alcohol (GO:0097306)	1/56	0.4372540163040096	0.5259722225106203	0	0	1.768114643976713	1.462656890399588	PTGFR
Cellular Response to Fibroblast Growth Factor Stimulus (GO:0044344)	1/56	0.4372540163040096	0.5259722225106203	0	0	1.768114643976713	1.462656890399588	FGFR3
Sulfur Compound Biosynthetic Process (GO:0044272)	1/56	0.4372540163040096	0.5259722225106203	0	0	1.768114643976713	1.462656890399588	GSTA1
Negative Regulation of Innate Immune Response (GO:0045824)	1/57	0.4430101308617841	0.5295386622722316	0	0	1.7364532019704433	1.4137553239097946	VSIG4
Cartilage Development (GO:0051216)	1/57	0.4430101308617841	0.5295386622722316	0	0	1.7364532019704433	1.4137553239097946	FGFR3
Cellular Response to Interleukin-1 (GO:0071347)	1/57	0.4430101308617841	0.5295386622722316	0	0	1.7364532019704433	1.4137553239097946	CCL2
Positive Regulation of Protein Localization to Cell Periphery (GO:1904377)	1/57	0.4430101308617841	0.5295386622722316	0	0	1.7364532019704433	1.4137553239097946	TREM2
Memory (GO:0007613)	1/57	0.4430101308617841	0.5295386622722316	0	0	1.7364532019704433	1.4137553239097946	TREM2
Myeloid Cell Differentiation (GO:0030099)	1/57	0.4430101308617841	0.5295386622722316	0	0	1.7364532019704433	1.4137553239097946	MYB
Regulation of Blood Vessel Endothelial Cell Migration (GO:0043535)	1/57	0.4430101308617841	0.5295386622722316	0	0	1.7364532019704433	1.4137553239097946	PPARG
Positive Regulation of Metabolic Process (GO:0009893)	2/147	0.44343700438720196	0.5295722498437088	0	0	1.3418231478320246	1.091169952206618	OXTR;CD36
Regulation of Cold-Induced Thermogenesis (GO:0120161)	2/148	0.4468750863045864	0.5320390752165565	0	0	1.3325647633256477	1.0733491650449698	OXTR;CD36
Regulation of Myoblast Differentiation (GO:0045661)	1/58	0.4487076537970958	0.5320390752165565	0	0	1.7059026877538674	1.3670826221326327	DLL1
Cellular Response to Unfolded Protein (GO:0034620)	1/58	0.4487076537970958	0.5320390752165565	0	0	1.7059026877538674	1.3670826221326327	PACRG
Sprouting Angiogenesis (GO:0002040)	1/58	0.4487076537970958	0.5320390752165565	0	0	1.7059026877538674	1.3670826221326327	DLL1
Sterol Metabolic Process (GO:0016125)	1/58	0.4487076537970958	0.5320390752165565	0	0	1.7059026877538674	1.3670826221326327	CYP1B1
Intracellular Iron Ion Homeostasis (GO:0006879)	1/58	0.4487076537970958	0.5320390752165565	0	0	1.7059026877538674	1.3670826221326327	CP
Mesenchymal Cell Differentiation (GO:0048762)	1/58	0.4487076537970958	0.5320390752165565	0	0	1.7059026877538674	1.3670826221326327	ISL1
Regulation of Calcium Ion Transport (GO:0051924)	1/58	0.4487076537970958	0.5320390752165565	0	0	1.7059026877538674	1.3670826221326327	LILRB1
Response to Interleukin-1 (GO:0070555)	1/59	0.4543471786460327	0.5372867793783895	0	0	1.6764056395447597	1.3225057848311041	CCL2
Protein Homotetramerization (GO:0051289)	1/59	0.4543471786460327	0.5372867793783895	0	0	1.6764056395447597	1.3225057848311041	RYR3
Protein Polymerization (GO:0051258)	1/59	0.4543471786460327	0.5372867793783895	0	0	1.6764056395447597	1.3225057848311041	KRT5
Positive Regulation of Developmental Process (GO:0051094)	3/245	0.45736185661217754	0.5403705921538895	0	0	1.2059948192919698	0.9434261007379214	LPL;PPARG;ISL1
Negative Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001243)	1/60	0.4599292929145131	0.5409974322324831	0	0	1.6479084912749435	1.2799017071578913	SFRP2
Phosphatidylcholine Metabolic Process (GO:0046470)	1/60	0.4599292929145131	0.5409974322324831	0	0	1.6479084912749435	1.2799017071578913	PLA2G7
Response to Type II Interferon (GO:0034341)	1/60	0.4599292929145131	0.5409974322324831	0	0	1.6479084912749435	1.2799017071578913	CCL2
Fatty Acid Catabolic Process (GO:0009062)	1/60	0.4599292929145131	0.5409974322324831	0	0	1.6479084912749435	1.2799017071578913	SLC27A2
Regulation of SMAD Protein Signal Transduction (GO:0060390)	1/60	0.4599292929145131	0.5409974322324831	0	0	1.6479084912749435	1.2799017071578913	PPARG
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	2/153	0.4638857129758755	0.5451683423291706	0	0	1.2881122549341026	0.9894210050838179	PTGFR;LPAR3
Regulation of Reactive Oxygen Species Metabolic Process (GO:2000377)	1/61	0.46545457817068164	0.5460456535429904	0	0	1.620361247947455	1.2391562978337145	CYP1B1
Vesicle Organization (GO:0016050)	1/61	0.46545457817068164	0.5460456535429904	0	0	1.620361247947455	1.2391562978337145	SRPX
Antiviral Innate Immune Response (GO:0140374)	1/62	0.47092361025188306	0.5514872613884486	0	0	1.5937171929257854	1.2001636882459743	GPNMB
Organic Cation Transport (GO:0015695)	1/62	0.47092361025188306	0.5514872613884486	0	0	1.5937171929257854	1.2001636882459743	SLC22A4
RNA Metabolic Process (GO:0016070)	1/63	0.4763369589448996	0.5558659766949268	0	0	1.5679326235499762	1.16282552391197	RNASE6
Canonical Wnt Signaling Pathway (GO:0060070)	1/63	0.4763369589448996	0.5558659766949268	0	0	1.5679326235499762	1.16282552391197	SFRP2
Positive Regulation of Interleukin-8 Production (GO:0032757)	1/63	0.4763369589448996	0.5558659766949268	0	0	1.5679326235499762	1.16282552391197	FCN1
Positive Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	1/63	0.4763369589448996	0.5558659766949268	0	0	1.5679326235499762	1.16282552391197	FGFR3
Regulation of Gene Expression (GO:0010468)	12/1127	0.4816193677262218	0.5601499214493645	0	0	1.0471412556053812	0.7650426269380298	SFRP2;MYB;RBM20;CCL2;PPARG;LILRB1;TREM2;CD36;AEBP1;NTS;DLL1;LTF
G1/S Transition of Mitotic Cell Cycle (GO:0000082)	1/64	0.48169518847528187	0.5601499214493645	0	0	1.5429666119321293	1.1270503243615253	CCNO
Regulation of Synapse Assembly (GO:0051963)	1/64	0.48169518847528187	0.5601499214493645	0	0	1.5429666119321293	1.1270503243615253	SLITRK6
Positive Regulation of Mitotic Cell Cycle Phase Transition (GO:1901992)	1/64	0.48169518847528187	0.5601499214493645	0	0	1.5429666119321293	1.1270503243615253	ADAMTS1
Regulation of Cellular Component Organization (GO:0051128)	2/159	0.4838890023198371	0.5611210366540826	0	0	1.238506653213092	0.8990316484111436	SPARC;CD36
Anterior/Posterior Pattern Specification (GO:0009952)	1/65	0.48699885741626325	0.5611210366540826	0	0	1.5187807881773399	1.0927529081625569	SIX2
Regulation of Phosphorylation (GO:0042325)	1/65	0.48699885741626325	0.5611210366540826	0	0	1.5187807881773399	1.0927529081625569	ROPN1L
Chloride Transmembrane Transport (GO:1902476)	1/65	0.48699885741626325	0.5611210366540826	0	0	1.5187807881773399	1.0927529081625569	GABRP
Positive Regulation of Cell Junction Assembly (GO:1901890)	1/65	0.48699885741626325	0.5611210366540826	0	0	1.5187807881773399	1.0927529081625569	SLITRK6
Fat Cell Differentiation (GO:0045444)	1/65	0.48699885741626325	0.5611210366540826	0	0	1.5187807881773399	1.0927529081625569	PPARG
Glycerophospholipid Metabolic Process (GO:0006650)	1/65	0.48699885741626325	0.5611210366540826	0	0	1.5187807881773399	1.0927529081625569	PLA2G7
Negative Regulation of NF-kappaB Transcription Factor Activity (GO:0032088)	1/65	0.48699885741626325	0.5611210366540826	0	0	1.5187807881773399	1.0927529081625569	CYP1B1
Negative Regulation of Autophagy (GO:0010507)	1/65	0.48699885741626325	0.5611210366540826	0	0	1.5187807881773399	1.0927529081625569	TREM2
Regulation of Cell-Matrix Adhesion (GO:0001952)	1/65	0.48699885741626325	0.5611210366540826	0	0	1.5187807881773399	1.0927529081625569	CD36
Skeletal System Development (GO:0001501)	2/160	0.48717812896246787	0.5611210366540826	0	0	1.230605339014914	0.8849596242045321	PITX1;FGFR3
Intracellular Signaling Cassette (GO:0141124)	4/354	0.4888824851661306	0.5625961354424796	0	0	1.1112	0.7952115396360175	MAP3K19;CD36;FGFR3;PTPN3
Cell Cycle G1/S Phase Transition (GO:0044843)	1/66	0.49224851847187423	0.5654896475178625	0	0	1.4953391436150056	1.0598538742581958	CCNO
Regulation of Viral Genome Replication (GO:0045069)	1/66	0.49224851847187423	0.5654896475178625	0	0	1.4953391436150056	1.0598538742581958	LTF
Regulation of Protein Serine/Threonine Kinase Activity (GO:0071900)	1/67	0.49744471908584614	0.569488437022417	0	0	1.4726078519181967	1.0282791305452124	LTF
Chordate Embryonic Development (GO:0043009)	1/67	0.49744471908584614	0.569488437022417	0	0	1.4726078519181967	1.0282791305452124	ISL1
Negative Regulation of Cell Adhesion (GO:0007162)	1/67	0.49744471908584614	0.569488437022417	0	0	1.4726078519181967	1.0282791305452124	CYP1B1
Regulation of Cellular Localization (GO:0060341)	1/67	0.49744471908584614	0.569488437022417	0	0	1.4726078519181967	1.0282791305452124	KRT5
Positive Regulation of Type I Interferon Production (GO:0032481)	1/68	0.5025880008538223	0.5748810207871455	0	0	1.450555106242188	0.9979594705476131	GPNMB
Phospholipid Metabolic Process (GO:0006644)	1/69	0.5076789002266886	0.5797055713680502	0	0	1.429150970733121	0.9688301857799617	LPL
Positive Regulation of Intracellular Protein Transport (GO:0090316)	1/69	0.5076789002266886	0.5797055713680502	0	0	1.429150970733121	0.9688301857799617	CHP2
Positive Regulation of Apoptotic Signaling Pathway (GO:2001235)	1/70	0.5127179480188168	0.5844544506171577	0	0	1.4083672449489542	0.9408307170908768	PPARG
Positive Regulation of Endothelial Cell Proliferation (GO:0001938)	1/70	0.5127179480188168	0.5844544506171577	0	0	1.4083672449489542	0.9408307170908768	PPP1R16B
Cellular Response to Reactive Oxygen Species (GO:0034614)	1/71	0.5177056697987945	0.588624254702739	0	0	1.3881773399014778	0.9139043351296697	CYP1B1
Positive Regulation of Protein Polymerization (GO:0032273)	1/71	0.5177056697987945	0.588624254702739	0	0	1.3881773399014778	0.9139043351296697	ALOX15
Regulation of Actin Filament Polymerization (GO:0030833)	1/71	0.5177056697987945	0.588624254702739	0	0	1.3881773399014778	0.9139043351296697	ALOX15
Heart Development (GO:0007507)	2/171	0.5224840196016629	0.5927150759616527	0	0	1.1498623235104575	0.7464456379299867	COL3A1;ISL1
Positive Regulation of Protein Phosphorylation (GO:0001934)	2/171	0.5224840196016629	0.5927150759616527	0	0	1.1498623235104575	0.7464456379299867	GPNMB;ITLN1
Monoatomic Anion Transmembrane Transport (GO:0098656)	1/72	0.5226425858065477	0.5927150759616527	0	0	1.3685561645736488	0.8879978506396441	GABRP
Nitrogen Compound Transport (GO:0071705)	2/172	0.5256124878768437	0.5955745596420208	0	0	1.1430401863715782	0.7351932208826025	SLC22A4;SLC23A1
Neuropeptide Signaling Pathway (GO:0007218)	1/73	0.5275292110242672	0.5957132587076759	0	0	1.349480021893815	0.8630613498633677	NTS
Positive Regulation of TOR Signaling (GO:0032008)	1/73	0.5275292110242672	0.5957132587076759	0	0	1.349480021893815	0.8630613498633677	TREM2
Positive Regulation of Protein Transport (GO:0051222)	1/73	0.5275292110242672	0.5957132587076759	0	0	1.349480021893815	0.8630613498633677	TREM2
